campaign_id,start_time,end_time
6623794498999,2025-01-05 12:00:00,2025-01-05 18:00:00
6623794501399,2025-01-05 12:00:00,2025-01-05 18:00:00
6623794508599,2025-01-06 12:00:00,2025-01-06 18:00:00
6623794510999,2025-01-06 12:00:00,2025-01-06 18:00:00
6623794513399,2025-01-06 12:00:00,2025-01-06 18:00:00
6624998525399,2025-01-12 00:00:00,2025-01-12 06:00:00
6625007287399,2025-01-12 00:00:00,2025-01-12 06:00:00
6625264537399,2025-01-12 06:00:00,2025-01-12 12:00:00
6625260657199,2025-01-12 06:00:00,2025-01-12 12:00:00
